city,state_id,state_name,latitude,longitude,population,population_proper,density
Maringouin,LA,Louisiana,30.4908,-91.5187,1046,1046,548
Gretna,LA,Louisiana,29.91,-90.0516,17897,17897,1725
Zona,LA,Louisiana,30.7482,-90.0812,,,12.6
Elton,LA,Louisiana,30.4812,-92.6976,1130,1130,265
Flatwoods,LA,Louisiana,31.4027,-92.8682,,,42.3
Washington,LA,Louisiana,30.615,-92.0594,953,953,444
Hodge,LA,Louisiana,32.2719,-92.7303,449,449,179
Mansura,LA,Louisiana,31.0665,-92.0524,1422,1422,203
Ferriday,LA,Louisiana,31.6343,-91.5562,5625,3330,789
Jefferson,LA,Louisiana,29.961,-90.1553,,,2171.4
River Ridge,LA,Louisiana,29.9593,-90.2202,,,1420.5
Jamestown,LA,Louisiana,32.3397,-93.2064,134,134,29
Leonville,LA,Louisiana,30.4661,-91.9811,1105,1105,156
Evergreen,LA,Louisiana,30.9527,-92.1052,301,301,113
Arabi,LA,Louisiana,29.9554,-89.9984,,,1089.4
Funston,LA,Louisiana,32.0499,-93.9691,,,10.2
Bosco,LA,Louisiana,32.2902,-92.089,,,1.6
Weldon,LA,Louisiana,32.8596,-92.7254,,,6.7
Bolivar,LA,Louisiana,30.8691,-90.3948,,,46
Erwinville,LA,Louisiana,30.5428,-91.3913,,,403.8
McNary,LA,Louisiana,30.9895,-92.5794,214,214,44
Welcome,LA,Louisiana,30.0474,-90.8823,,,40.2
Mira,LA,Louisiana,32.9421,-93.8891,,,12.8
Oberlin,LA,Louisiana,30.607,-92.7724,1749,1749,154
Melder,LA,Louisiana,31.1052,-92.6365,,,21.5
Lake Arthur,LA,Louisiana,30.0795,-92.6773,2793,2746,571
Avondale,LA,Louisiana,29.9072,-90.1933,,,1302.5
Chatham,LA,Louisiana,32.3094,-92.4522,543,543,212
Arnaudville,LA,Louisiana,30.4021,-91.932,1069,1069,594
Boothville,LA,Louisiana,29.333,-89.4052,,,228.1
Pineville,LA,Louisiana,31.3414,-92.4096,14480,14480,444
Percle,LA,Louisiana,29.8685,-91.0118,,,27.6
Chauvin,LA,Louisiana,29.4455,-90.594,,,645.1
Extension,LA,Louisiana,31.9707,-91.806,,,5.7
Estelle,LA,Louisiana,29.8438,-90.1006,,,1808.4
Des Allemands,LA,Louisiana,29.8162,-90.4746,,,351.2
Reddell,LA,Louisiana,30.6687,-92.4268,,,270.6
Saint Francisville,LA,Louisiana,30.7851,-91.3787,1675,1675,355
Fenton,LA,Louisiana,30.3638,-92.9164,371,371,346
Centerville,LA,Louisiana,29.7597,-91.4284,,,168.4
Clinton,LA,Louisiana,30.8614,-91.015,1581,1581,222
Evans,LA,Louisiana,30.9891,-93.5021,,,38.2
Point,LA,Louisiana,32.661,-92.2776,,,15
Pitkin,LA,Louisiana,30.9344,-92.9267,,,110.8
Tendal,LA,Louisiana,32.4324,-91.3668,,,18.9
Frierson,LA,Louisiana,32.2486,-93.6895,,,99.4
Pine Grove,LA,Louisiana,30.7099,-90.754,,,53.1
Mimosa Park,LA,Louisiana,29.9063,-90.3562,,,2116.6
Paradis,LA,Louisiana,29.868,-90.4398,,,702.4
Hico,LA,Louisiana,32.7449,-92.7138,,,12.1
Carville,LA,Louisiana,30.2174,-91.0962,,,52.9
Darnell,LA,Louisiana,32.6776,-91.4532,,,9.1
Verret,LA,Louisiana,29.8619,-89.7798,,,53.4
Norco,LA,Louisiana,29.9986,-90.4036,,,732.1
Derry,LA,Louisiana,31.5341,-92.9477,,,6.7
Ellsworth,LA,Louisiana,29.6733,-90.8151,,,41
Start,LA,Louisiana,32.4902,-91.865,,,295.2
Pine Prairie,LA,Louisiana,30.7818,-92.4223,1465,1465,350
Innis,LA,Louisiana,30.878,-91.6807,,,78.7
Gilbert,LA,Louisiana,32.0507,-91.6567,565,565,208
Geismar,LA,Louisiana,30.2044,-91.0226,,,5.7
Diamond,LA,Louisiana,29.5355,-89.762,,,177.3
Lebeau,LA,Louisiana,30.7313,-91.9771,,,65.3
Morse,LA,Louisiana,30.1221,-92.4984,806,806,222
New Roads,LA,Louisiana,30.6959,-91.4537,7687,4673,393
Springville,LA,Louisiana,30.4355,-90.6831,,,7.2
Shenandoah,LA,Louisiana,30.4019,-91.002,,,2042.8
Lettsworth,LA,Louisiana,30.9335,-91.7048,,,3.6
Many,LA,Louisiana,31.5663,-93.4777,2796,2790,309
Delta,LA,Louisiana,32.322,-90.9414,257,257,22
Varnado,LA,Louisiana,30.8953,-89.8319,326,326,148
Whiteville,LA,Louisiana,30.7883,-92.1476,,,10.6
Meaux,LA,Louisiana,30.0208,-92.1826,,,95.3
Dunbarton,LA,Louisiana,31.7268,-91.6587,,,2.2
Catahoula,LA,Louisiana,30.2126,-91.7126,,,177
Shreveport,LA,Louisiana,32.4659,-93.7959,291749,194920,702
New Sarpy,LA,Louisiana,29.981,-90.3829,,,1160.3
Slidell,LA,Louisiana,30.2881,-89.7828,94320,28013,728
Westdale,LA,Louisiana,32.1649,-93.4799,,,4.7
Searcy,LA,Louisiana,31.7052,-92.2282,,,15.5
Delcambre,LA,Louisiana,29.9515,-91.9916,1888,1888,623
Enterprise,LA,Louisiana,31.9032,-91.8832,,,7.5
Concession,LA,Louisiana,29.831,-90.004,,,1100
Ansley,LA,Louisiana,32.3957,-92.6929,,,6.6
Hutton,LA,Louisiana,31.3305,-93.0324,,,8.9
Maxie,LA,Louisiana,30.3252,-92.4079,,,41.1
Winnfield,LA,Louisiana,31.924,-92.6425,4993,4495,476
Grosse Tete,LA,Louisiana,30.4157,-91.4376,625,625,206
Red Chute,LA,Louisiana,32.5732,-93.6059,,,603.3
New Orleans,LA,Louisiana,30.0687,-89.9288,1024421,391495,892
Eastwood,LA,Louisiana,32.5606,-93.5625,,,343.8
Saint Gabriel,LA,Louisiana,30.2536,-91.1013,7205,7205,93
Plain Dealing,LA,Louisiana,32.9074,-93.6992,966,966,236
Wallace Ridge,LA,Louisiana,31.6849,-91.8321,,,11.3
Crown Point,LA,Louisiana,29.7722,-90.0854,,,381.3
Toro,LA,Louisiana,31.2805,-93.5441,,,3.5
Gibsland,LA,Louisiana,32.5395,-93.0541,947,947,138
Westminster,LA,Louisiana,30.408,-91.0906,,,1309
Waggaman,LA,Louisiana,29.9373,-90.2354,,,1176.6
Eden Isle,LA,Louisiana,30.2279,-89.7987,,,1769.1
Edgard,LA,Louisiana,30.0362,-90.546,,,36.6
Danville,LA,Louisiana,32.229,-92.8479,,,12.5
Krotz Springs,LA,Louisiana,30.5323,-91.7518,1204,1204,269
Yscloskey,LA,Louisiana,29.8419,-89.6884,,,29.4
Brusly,LA,Louisiana,30.3943,-91.2517,2794,2794,487
Pointe à la Hache,LA,Louisiana,29.5737,-89.7808,,,53.1
Patterson,LA,Louisiana,29.6909,-91.3096,6061,6061,927
Natchitoches,LA,Louisiana,31.7317,-93.0978,19759,18319,311
Waterproof,LA,Louisiana,31.8072,-91.3861,591,591,327
Slaughter,LA,Louisiana,30.7219,-91.1393,961,961,67
Mer Rouge,LA,Louisiana,32.7767,-91.7949,584,584,192
Addis,LA,Louisiana,30.3652,-91.2659,4873,4873,447
Saint James,LA,Louisiana,30.0185,-90.8513,,,109.5
Jones,LA,Louisiana,32.9676,-91.6482,,,2.2
Perryville,LA,Louisiana,32.7079,-92.0054,,,5.6
Gorum,LA,Louisiana,31.433,-92.9435,,,20.6
Knight,LA,Louisiana,30.9155,-93.4485,,,7.9
Benton,LA,Louisiana,32.6906,-93.74,5680,2060,368
Manifest,LA,Louisiana,31.7102,-91.9621,,,12.3
Dodson,LA,Louisiana,32.0808,-92.6587,314,314,53
Vienna Bend,LA,Louisiana,31.7372,-93.0343,,,272.6
Banks Springs,LA,Louisiana,32.0764,-92.085,,,363.6
Lafayette,LA,Louisiana,30.2097,-92.0314,267376,127626,915
Natchez,LA,Louisiana,31.6743,-93.0456,594,594,222
Burr Ferry,LA,Louisiana,31.0663,-93.496,,,12.8
Lindsay,LA,Louisiana,30.7177,-91.2179,,,4.5
Brownsfield,LA,Louisiana,30.5467,-91.1225,,,779.1
Kingston,LA,Louisiana,32.1843,-93.711,,,3.8
Cankton,LA,Louisiana,30.3455,-92.113,492,492,93
Bayou Corne,LA,Louisiana,30.0159,-91.1528,,,95.5
English Turn,LA,Louisiana,29.8755,-89.9651,,,83.7
Newellton,LA,Louisiana,32.0724,-91.2389,1040,1040,528
Sunset,LA,Louisiana,30.4083,-92.064,3593,2974,369
Crescent,LA,Louisiana,30.2405,-91.2864,,,349.6
West Monroe,LA,Louisiana,32.5121,-92.1513,12922,12922,624
Sikes,LA,Louisiana,32.079,-92.4863,111,111,27
Sibley,LA,Louisiana,32.5423,-93.2947,1176,1176,117
Iberville,LA,Louisiana,30.296,-91.1168,,,146
Harahan,LA,Louisiana,29.9374,-90.2031,9360,9360,1796
Lecompte,LA,Louisiana,31.0881,-92.3999,1186,1186,430
Hammond,LA,Louisiana,30.5059,-90.4561,69616,20609,567
Bayou Chicot,LA,Louisiana,30.8171,-92.351,,,28.4
Union,LA,Louisiana,30.0917,-90.8844,,,277.1
Springhill,LA,Louisiana,33.0019,-93.4613,5759,5048,313
Erath,LA,Louisiana,29.9587,-92.0371,2109,2109,463
Anandale,LA,Louisiana,31.2552,-92.454,,,878.7
Schriever,LA,Louisiana,29.7334,-90.831,,,134.2
Shell Beach,LA,Louisiana,29.8533,-89.6795,,,30.4
Alden Bridge,LA,Louisiana,32.7751,-93.7202,,,8.9
Independence,LA,Louisiana,30.6361,-90.5056,1888,1888,302
Henderson,LA,Louisiana,30.3163,-91.7995,1750,1750,366
Ridgecrest,LA,Louisiana,31.6018,-91.5305,656,656,589
Terrytown,LA,Louisiana,29.9016,-90.028,,,2343
North Highlands,LA,Louisiana,32.5693,-93.7899,,,726.9
Dunn,LA,Louisiana,32.4643,-91.5785,,,35.7
Gramercy,LA,Louisiana,30.061,-90.6929,14584,3449,656
Pearl River,LA,Louisiana,30.3687,-89.7495,2552,2552,267
Fred,LA,Louisiana,30.6488,-91.1054,,,108.3
Lillie,LA,Louisiana,32.9221,-92.6614,115,115,23
Arlington,LA,Louisiana,30.3882,-91.1718,,,3289.1
Grambling,LA,Louisiana,32.5276,-92.7124,5217,5217,343
Fisher,LA,Louisiana,31.4934,-93.4597,223,223,139
Gillis,LA,Louisiana,30.3769,-93.1999,,,182.6
Saint Rose,LA,Louisiana,29.9649,-90.3088,,,1647.3
Homer,LA,Louisiana,32.793,-93.0582,2777,2964,245
Happy Jack,LA,Louisiana,29.5219,-89.7337,,,141.8
Dubach,LA,Louisiana,32.702,-92.6575,966,966,205
Oakville,LA,Louisiana,29.783,-90.0265,,,87.4
Stella,LA,Louisiana,29.8194,-89.9959,,,14.6
Antrim,LA,Louisiana,32.8774,-93.7052,,,4.6
Abita Springs,LA,Louisiana,30.4765,-90.0293,2529,2529,217
Saint Benedict,LA,Louisiana,30.5269,-90.1126,,,173.6
Oak Grove,LA,Louisiana,32.8619,-91.3911,1634,1634,367
Midway,LA,Louisiana,31.6788,-92.1493,,,172.3
Gilliam,LA,Louisiana,32.829,-93.8433,158,158,30
Paulina,LA,Louisiana,30.0351,-90.7226,,,242
Westlake,LA,Louisiana,30.2604,-93.2635,4659,4659,493
Charenton,LA,Louisiana,29.8685,-91.5388,,,538.5
Folsom,LA,Louisiana,30.6304,-90.1946,810,810,190
Livonia,LA,Louisiana,30.5623,-91.5502,3714,1405,286
Marion,LA,Louisiana,32.8997,-92.2405,754,754,90
Darlington,LA,Louisiana,30.878,-90.7815,,,18
Allen,LA,Louisiana,31.8354,-93.2885,,,6.2
Bellwood,LA,Louisiana,31.5274,-93.2054,,,3.8
Caspiana,LA,Louisiana,32.289,-93.5563,,,10.1
Palmetto,LA,Louisiana,30.7177,-91.9082,162,162,70
Jackson,LA,Louisiana,30.8346,-91.208,3786,3786,327
Grant,LA,Louisiana,30.7885,-92.9485,,,28.9
Donner,LA,Louisiana,29.6958,-90.9443,,,61.1
Franklinton,LA,Louisiana,30.8479,-90.1459,3436,3781,334
Mermentau,LA,Louisiana,30.1874,-92.584,651,651,118
Point Place,LA,Louisiana,31.6881,-93.0245,,,248.5
Davant,LA,Louisiana,29.6085,-89.8484,,,20.6
Talisheek,LA,Louisiana,30.5327,-89.8767,,,80.5
Tickfaw,LA,Louisiana,30.577,-90.4871,757,757,182
Woodside,LA,Louisiana,30.8432,-91.8201,,,1.9
Saint Clair,LA,Louisiana,29.8699,-89.969,,,49.8
Iowa,LA,Louisiana,30.2393,-93.0128,3572,3291,396
Rayne,LA,Louisiana,30.2403,-92.2668,9599,8134,827
Lisbon,LA,Louisiana,32.7893,-92.8672,171,171,5
Terry,LA,Louisiana,32.9296,-91.3487,,,24
Gurley,LA,Louisiana,30.8693,-91.134,,,26.6
Minden,LA,Louisiana,32.6187,-93.2762,12822,12577,324
Bayou Vista,LA,Louisiana,29.6912,-91.2672,,,1749.9
Kenner,LA,Louisiana,30.0109,-90.2549,67089,67089,1742
Central,LA,Louisiana,30.5593,-91.0369,28529,28529,176
Acme,LA,Louisiana,31.2857,-91.8204,,,2
Belle Chasse,LA,Louisiana,29.8472,-90.0069,,,887
Saint Martinville,LA,Louisiana,30.1264,-91.8319,7197,6095,762
Stonewall,LA,Louisiana,32.2716,-93.8099,2188,2188,99
Archibald,LA,Louisiana,32.349,-91.7773,,,35.4
Couchwood,LA,Louisiana,32.7588,-93.391,,,3.3
Kisatchie,LA,Louisiana,31.4157,-93.1743,,,4.4
Lawtell,LA,Louisiana,30.5127,-92.1832,,,198.2
Presquille,LA,Louisiana,29.5586,-90.6385,,,427.9
Meeker,LA,Louisiana,31.0566,-92.3807,,,4.1
Cecilia,LA,Louisiana,30.3368,-91.8476,,,338.3
Hathaway,LA,Louisiana,30.3496,-92.6715,,,22.5
Sorrento,LA,Louisiana,30.1828,-90.8674,1615,1615,171
Port Vincent,LA,Louisiana,30.3384,-90.8423,768,768,174
DeQuincy,LA,Louisiana,30.449,-93.4455,4887,3152,382
Basile,LA,Louisiana,30.4855,-92.601,1812,1812,602
Logansport,LA,Louisiana,31.9755,-93.9934,1565,1565,184
Luling,LA,Louisiana,29.9008,-90.3524,,,698.9
Avery Island,LA,Louisiana,29.9035,-91.9104,,,16.4
Marksville,LA,Louisiana,31.1245,-92.0652,7273,5518,441
Lake End,LA,Louisiana,31.9216,-93.3049,,,4.5
Montz,LA,Louisiana,30.0168,-90.4634,,,3.3
Modeste,LA,Louisiana,30.171,-91.0148,,,27.4
Madisonville,LA,Louisiana,30.4006,-90.1656,835,835,129
Rayville,LA,Louisiana,32.4707,-91.7576,4196,3634,607
Brownlee,LA,Louisiana,32.5757,-93.7266,,,335.1
Eunice,LA,Louisiana,30.4904,-92.4191,11803,10279,772
Nebo,LA,Louisiana,31.5888,-92.1418,,,8.1
Fairbanks,LA,Louisiana,32.6443,-92.0365,,,103.6
Bogalusa,LA,Louisiana,30.7812,-89.8633,11894,11913,483
Dry Creek,LA,Louisiana,30.6691,-93.0454,,,8.5
Fordoche,LA,Louisiana,30.594,-91.6179,902,902,143
Forest,LA,Louisiana,32.7924,-91.4125,336,336,77
Temple,LA,Louisiana,31.2782,-92.9554,,,8.3
Goosport,LA,Louisiana,30.2569,-93.1804,,,706.2
Clarence,LA,Louisiana,31.8198,-93.029,489,489,120
Cottonport,LA,Louisiana,30.9892,-92.0509,3536,1954,376
Labadieville,LA,Louisiana,29.8247,-90.9525,,,726.7
Liddieville,LA,Louisiana,32.1357,-91.8457,,,45
Lee Bayou,LA,Louisiana,31.7632,-91.5604,,,4.7
Heflin,LA,Louisiana,32.4565,-93.2683,230,230,46
Cotton Valley,LA,Louisiana,32.8135,-93.4228,965,965,141
Thibodaux,LA,Louisiana,29.7942,-90.8164,14610,14610,935
Hessmer,LA,Louisiana,31.0534,-92.1214,781,781,364
Claiborne,LA,Louisiana,32.5379,-92.198,,,356.9
Benson,LA,Louisiana,31.8663,-93.6938,,,16.3
Flora,LA,Louisiana,31.6124,-93.0977,,,12.7
Princeton,LA,Louisiana,32.5893,-93.5152,,,29.2
Vick,LA,Louisiana,31.2302,-92.1057,,,6
Amite,LA,Louisiana,30.7266,-90.509,,,494.3
Boyce,LA,Louisiana,31.3905,-92.6699,1008,1008,846
Fluker,LA,Louisiana,30.8216,-90.5109,,,34
Ethel,LA,Louisiana,30.7913,-91.1307,,,29.3
Dubberly,LA,Louisiana,32.5413,-93.2373,261,261,25
Duson,LA,Louisiana,30.2361,-92.1922,1754,1754,217
Ringgold,LA,Louisiana,32.3261,-93.2837,1441,1441,240
Napoleonville,LA,Louisiana,29.9384,-91.0263,633,633,1450
Church Point,LA,Louisiana,30.4037,-92.2145,4523,4495,599
Dixie Inn,LA,Louisiana,32.597,-93.3313,261,261,213
Downsville,LA,Louisiana,32.6264,-92.4129,138,138,71
Bolinger,LA,Louisiana,32.9443,-93.6977,,,10.6
French Settlement,LA,Louisiana,30.3159,-90.8033,1192,1192,168
Saint Joseph,LA,Louisiana,31.9202,-91.2401,1029,1029,446
Choctaw,LA,Louisiana,29.8457,-90.7233,,,183.1
Killian,LA,Louisiana,30.353,-90.5795,1326,1326,47
Angie,LA,Louisiana,30.9633,-89.8177,242,242,61
Hopedale,LA,Louisiana,29.8205,-89.6567,,,2.3
Eros,LA,Louisiana,32.3926,-92.4239,148,148,57
Venice,LA,Louisiana,29.2875,-89.3637,,,127.2
Elba,LA,Louisiana,30.7555,-91.764,,,3
Reserve,LA,Louisiana,30.0741,-90.5557,,,1018.3
Theriot,LA,Louisiana,29.4613,-90.7515,,,66.2
Prairieville,LA,Louisiana,30.3151,-90.9571,,,398.3
Wardville,LA,Louisiana,32.8749,-91.9051,,,33.6
Athens,LA,Louisiana,32.6513,-93.0254,231,231,39
Carlyss,LA,Louisiana,30.1779,-93.3704,,,273.6
Plaucheville,LA,Louisiana,30.9647,-91.9837,239,239,60
Otis,LA,Louisiana,31.2155,-92.7279,,,60.6
Southdown,LA,Louisiana,29.5869,-90.739,,,743.1
Moss Bluff,LA,Louisiana,30.3039,-93.2051,,,271.3
North Vacherie,LA,Louisiana,30.0047,-90.711,,,0
Bains,LA,Louisiana,30.8307,-91.3868,,,46.3
Plaquemine,LA,Louisiana,30.2834,-91.2429,6780,6780,896
Iota,LA,Louisiana,30.326,-92.4956,1473,1473,447
Georgetown,LA,Louisiana,31.7597,-92.3821,326,326,96
Sorrel,LA,Louisiana,29.8879,-91.6226,,,196.3
Jefferson Island,LA,Louisiana,29.9727,-91.9757,,,5.7
Mangham,LA,Louisiana,32.309,-91.7795,645,645,232
Ville Platte,LA,Louisiana,30.6901,-92.2745,9126,7270,698
Toca,LA,Louisiana,29.8666,-89.8365,,,34.7
Barataria,LA,Louisiana,29.7092,-90.1217,,,246.2
Grand Lake,LA,Louisiana,30.0308,-93.2721,,,10.7
Garden City,LA,Louisiana,29.7655,-91.4657,,,74.5
Wisner,LA,Louisiana,31.9804,-91.6551,926,926,449
Amelia,LA,Louisiana,29.6646,-91.1072,,,387.5
Provencal,LA,Louisiana,31.6547,-93.1999,610,610,95
Goudeau,LA,Louisiana,30.8719,-92.0143,,,22.6
DeRidder,LA,Louisiana,30.8467,-93.2931,13934,11048,462
Hicks,LA,Louisiana,31.1849,-93.016,,,16.8
Violet,LA,Louisiana,29.8962,-89.892,,,219.2
Wakefield,LA,Louisiana,30.8893,-91.3501,,,73
Lockport,LA,Louisiana,29.6418,-90.5376,2504,2504,1516
Ashland,LA,Louisiana,32.1164,-93.1171,264,264,3
New Llano,LA,Louisiana,31.0975,-93.2768,2447,2447,359
Mitchell,LA,Louisiana,31.791,-93.628,,,11.2
Bastrop,LA,Louisiana,32.7749,-91.9058,13010,10578,459
Carmel,LA,Louisiana,32.0874,-93.6207,,,20.3
Pelican,LA,Louisiana,31.8824,-93.586,,,50.7
Coteau Holmes,LA,Louisiana,30.1299,-91.7262,,,12.2
Evelyn,LA,Louisiana,31.9879,-93.4432,,,7.1
Caplis,LA,Louisiana,32.3971,-93.6096,,,15.3
Alton,LA,Louisiana,30.3307,-89.762,,,396.2
Perkins,LA,Louisiana,30.3933,-93.4118,,,16.4
Hornbeck,LA,Louisiana,31.3265,-93.396,463,463,155
Vacherie,LA,Louisiana,30.011,-90.7195,,,463.4
Roanoke,LA,Louisiana,30.2355,-92.7481,,,366.4
Albany,LA,Louisiana,30.5026,-90.5848,1114,1114,383
Meraux,LA,Louisiana,29.9284,-89.918,,,387
Convent,LA,Louisiana,30.0132,-90.8232,,,177.7
Mansfield,LA,Louisiana,32.0355,-93.7004,5954,4913,519
Spearsville,LA,Louisiana,32.9339,-92.6022,134,134,25
Winnsboro,LA,Louisiana,32.1651,-91.721,5166,4732,457
Chalmette,LA,Louisiana,29.9438,-89.9657,,,940.6
Willow Glen,LA,Louisiana,31.2466,-92.4324,,,323.4
Branch,LA,Louisiana,30.348,-92.2771,,,113.1
Deville,LA,Louisiana,31.3398,-92.1389,,,73.9
Shelburn,LA,Louisiana,32.8843,-91.2257,,,15.7
Cut Off,LA,Louisiana,29.5164,-90.3291,,,201.5
Vivian,LA,Louisiana,32.8713,-93.9863,2910,3585,251
Seymourville,LA,Louisiana,30.2774,-91.2237,,,892.3
Chestnut,LA,Louisiana,32.0568,-93.0163,,,2.1
Richwood,LA,Louisiana,32.4486,-92.0774,3446,3446,528
Lamourie,LA,Louisiana,31.1319,-92.4118,,,14.3
Simmesport,LA,Louisiana,30.9805,-91.8143,2120,2120,374
Coushatta,LA,Louisiana,32.0256,-93.3406,1841,1841,212
Verda,LA,Louisiana,31.6999,-92.7729,,,34.5
Sondheimer,LA,Louisiana,32.5501,-91.1759,,,15.7
Harmon,LA,Louisiana,32.066,-93.4305,,,2.2
Alto,LA,Louisiana,32.3576,-91.8599,,,6.1
Woodmere,LA,Louisiana,29.8493,-90.0751,,,3074.7
Mamou,LA,Louisiana,30.6349,-92.4179,3828,3187,876
Grand Chenier,LA,Louisiana,29.7669,-92.9751,,,38.9
Fullerton,LA,Louisiana,30.9932,-92.9821,,,7.1
Sicard,LA,Louisiana,32.5265,-92.0415,,,683.4
Tannehill,LA,Louisiana,31.9979,-92.6551,,,16.6
Moreauville,LA,Louisiana,31.0342,-91.9818,906,906,115
Smoke Bend,LA,Louisiana,30.1085,-91.0204,,,170.5
Prien,LA,Louisiana,30.1596,-93.2608,,,505.1
Brusly Landing,LA,Louisiana,30.3877,-91.2373,,,664.6
Alexandria,LA,Louisiana,31.2923,-92.47,82995,47832,650
Hosston,LA,Louisiana,32.8849,-93.882,305,305,44
Saint Joe,LA,Louisiana,30.3446,-89.7562,,,163.4
Broussard,LA,Louisiana,30.1394,-91.9539,11507,11507,259
Glenmora,LA,Louisiana,30.9733,-92.5824,1354,1354,302
Belmont,LA,Louisiana,31.7182,-93.5082,,,17.5
Echo,LA,Louisiana,31.1102,-92.2418,,,40.7
Garyville,LA,Louisiana,30.0688,-90.6285,,,795.2
McManus,LA,Louisiana,30.8343,-91.1362,,,19
Tioga,LA,Louisiana,31.3871,-92.4257,,,215.3
Boutte,LA,Louisiana,29.8825,-90.3936,,,801.3
Elmwood,LA,Louisiana,29.9554,-90.1879,,,386.8
Rock Hill,LA,Louisiana,31.4427,-92.5695,,,33.4
Perry,LA,Louisiana,29.9485,-92.1571,,,120.3
Florien,LA,Louisiana,31.448,-93.4583,618,618,106
Sligo,LA,Louisiana,32.451,-93.5816,,,43.1
Sun,LA,Louisiana,30.65,-89.9058,490,490,44
Greensburg,LA,Louisiana,30.83,-90.6698,681,681,104
Woodlawn,LA,Louisiana,30.293,-92.9585,,,65
Kinder,LA,Louisiana,30.4835,-92.8508,2436,2436,170
Kilbourne,LA,Louisiana,32.9971,-91.3139,396,396,110
Belcher,LA,Louisiana,32.7521,-93.8371,254,254,62
Lemannville,LA,Louisiana,30.1028,-90.9239,,,136.1
East Point,LA,Louisiana,32.1654,-93.4313,,,11.6
Vienna,LA,Louisiana,32.6093,-92.6481,387,387,43
Jean Lafitte,LA,Louisiana,29.7496,-90.1036,2804,1977,130
Larto,LA,Louisiana,31.3727,-91.9046,,,52.9
Campti,LA,Louisiana,31.898,-93.1158,1046,1046,387
Roseland,LA,Louisiana,30.7646,-90.5114,1220,1220,226
Slagle,LA,Louisiana,31.2024,-93.1274,,,34.1
Sarepta,LA,Louisiana,32.8963,-93.4514,856,856,206
Libuse,LA,Louisiana,31.3541,-92.3335,,,175.9
Laurel Hill,LA,Louisiana,30.9535,-91.3404,,,12.6
Burnside,LA,Louisiana,30.1388,-90.924,,,16.9
Cade,LA,Louisiana,30.0926,-91.8996,,,88
Antonia,LA,Louisiana,31.5643,-92.4093,,,35.7
Tangipahoa,LA,Louisiana,30.8758,-90.5138,821,821,315
Galliano,LA,Louisiana,29.4471,-90.3096,,,447.8
Spokane,LA,Louisiana,31.7131,-91.4453,,,13.2
Baker,LA,Louisiana,30.5833,-91.1578,13628,13628,634
Farmerville,LA,Louisiana,32.7752,-92.4013,3876,3853,257
Timberlane,LA,Louisiana,29.8781,-90.0302,,,3134
Saint Bernard,LA,Louisiana,29.8672,-89.8587,,,108
Ellendale,LA,Louisiana,29.6322,-90.8093,,,1.5
Vidrine,LA,Louisiana,30.6927,-92.3982,,,65.9
Merrydale,LA,Louisiana,30.4998,-91.1081,,,2619.1
Mandeville,LA,Louisiana,30.375,-90.0906,95576,12424,690
Red Oak,LA,Louisiana,30.4657,-91.0676,,,1221.3
Caernarvon,LA,Louisiana,29.8638,-89.9065,,,51.8
Cameron,LA,Louisiana,29.787,-93.2926,,,3.5
Le Moyen,LA,Louisiana,30.7855,-92.0404,,,9.4
Saline,LA,Louisiana,32.1631,-92.9768,267,267,86
Donaldsonville,LA,Louisiana,30.0954,-90.9925,16103,8218,838
Wallace,LA,Louisiana,30.0303,-90.6569,,,244.4
Bertrandville,LA,Louisiana,29.7749,-90.017,,,16.1
Lacassine,LA,Louisiana,30.2331,-92.9208,,,189
Fryeburg,LA,Louisiana,32.4129,-93.2343,,,35.1
Larose,LA,Louisiana,29.5669,-90.3751,,,1020.2
Pollock,LA,Louisiana,31.4985,-92.4432,484,484,23
Ada,LA,Louisiana,32.546,-93.1404,,,58.1
Creola,LA,Louisiana,31.43,-92.4829,217,217,204
Bridge City,LA,Louisiana,29.9321,-90.1594,,,986.6
Creole,LA,Louisiana,29.7961,-93.1113,,,2.8
Acy,LA,Louisiana,30.2188,-90.8204,,,124.9
Estherwood,LA,Louisiana,30.1816,-92.4633,977,977,202
Ball,LA,Louisiana,31.4188,-92.4084,4009,4009,194
Destrehan,LA,Louisiana,29.9625,-90.3676,,,308.5
Ama,LA,Louisiana,29.944,-90.2967,,,224.3
Baton Rouge,LA,Louisiana,30.4422,-91.1314,589675,227715,1023
Urania,LA,Louisiana,31.8639,-92.2913,1319,1319,371
Lydia,LA,Louisiana,29.9263,-91.7813,,,76.7
Melville,LA,Louisiana,30.6917,-91.7485,1053,1053,323
Columbia,LA,Louisiana,32.1026,-92.077,384,384,195
Paincourtville,LA,Louisiana,29.9887,-91.0554,,,246.4
Ida,LA,Louisiana,33.0001,-93.8949,212,212,58
Warden,LA,Louisiana,32.5376,-91.4971,,,20.1
Port Sulphur,LA,Louisiana,29.5043,-89.7202,,,119.3
Singer,LA,Louisiana,30.6512,-93.4117,,,29.8
Abbeville,LA,Louisiana,29.9751,-92.1265,20139,12452,788
Norwood,LA,Louisiana,30.9682,-91.1125,312,312,29
Indian Village,LA,Louisiana,30.4491,-92.9718,,,21.2
Woodardville,LA,Louisiana,32.2599,-93.2802,,,2.7
Little Creek,LA,Louisiana,31.7196,-92.2943,,,11.1
Rosedale,LA,Louisiana,30.4429,-91.4601,774,774,38
Taft,LA,Louisiana,29.9854,-90.4533,,,0
